conf,paper,year,title,link,OA,DASA,REV1,REV2,REV1 CP?,REV2 CP?,disagr_CP,REV1 input data,REV2 input data,REV1 methods,REV2 methods,REV1 CE,REV2 CE,REV1 results,REV2 results,REV1 notes,REV2 notes,consolidated_cp,consolidated_data,consolidated_methods,consolidated_results,consolidated_notes,disagr_type,consolidated_CE,AGILE Reproducible badge,AGILE Reproducible report
agile,agile_2020_004,2020,A taxonomy for classifying user groups in location-based social media,https://doi.org/10.5194/agile-giss-1-5-2020,yes,no,CG,MM,T,F,1,NA,1 documented,NA,0 undocumented,F,F,NA,1 documented,"CG: taxonomy proposal. 2 datasets used for experimentation. No computation. If I were to score input data, level 0 (undocumented) ","Data: retrievable using Twitter/X API. However, it might require a ""Pro"" subscription ($5000/month)",F,0 undocumented,1 documented,1 documented,Rev2 correct.,borderline conceptual paper,F,F,NA
agile,agile_2020_012,2020,Semantically-Enriched Search Engine for Geoportals: A Case Study with ArcGIS Online,https://doi.org/10.5194/agile-giss-1-13-2020,yes,yes,CG,MM,F,F,0,0 undocumented,1 documented,2 available,2 available,T,F,1 documented,1 documented,CG: methods based on an app screenshot. No link to data; no sufficient metadata to score 1,"Data: steps to generate the dataset are described
Methods: available on GitHub",F,1 documented,2 available,1 documented,Rev2 correct,uncertain assessment,F,F,NA
agile,agile_2020_020,2020,Window Operators for Processing Spatio-Temporal Data Streams on Unmanned Vehicles,https://doi.org/10.5194/agile-giss-1-21-2020,yes,yes,CG,MM,F,F,0,2 available,2 available,2 available,2 available,T,F,2 available,2 available,CG: based on reproducibility report,"Data, methods and resuts: available in Figshare",F,2 available,2 available,2 available,no disagreement,no disagreement,F,T,https://doi.org/10.17605/OSF.IO/7TWR2
agile,agile_2022_002,2022,Understanding the Imperfection of 3D point Cloud and Semantic Segmentation algorithms for 3D Models of Indoor Environment,https://agile-giss.copernicus.org/articles/3/2/2022/,yes,yes,CG,MM,F,F,0,2 available,2 available,2 available,2 available,T,F,2 available,2 available,CG: based on reproducible report,"Data: no permanent link
Methods: code provided, no versions
Results: code provided
",F,2 available,2 available,2 available,no disagreement,no disagreement,F,T,https://doi.org/10.17605/OSF.IO/Z7P8K
agile,agile_2022_010,2022,Benchmarking Invasive Alien Species Image Recognition Models for a Citizen Science Based Spatial Distribution Monitoring,https://agile-giss.copernicus.org/articles/3/10/2022/,yes,yes,CG,MM,F,F,0,1 documented,1 documented,2 available,3 available & open,T,T,2 available,3 available & open,CG: based on reproducible report,"Data: full testing dataset not provided
Methods & Results: stored in Zenodo
Comp: OS, HW, SW versions and run time",F,1 documented,3 available & open,3 available & open,Rev2 correct. ,uncertain assessment,T,T,https://doi.org/10.17605/OSF.IO/K78EB
agile,agile_2022_018,2022,Showcase of Active Learning and Teaching Practices in Spatial Data Infrastructure (SDI) Education,https://agile-giss.copernicus.org/articles/3/18/2022/,yes,no,CG,MM,T,T,0,NA,NA,NA,NA,F,F,NA,NA,,,T,NA,NA,NA,no disagreement,no disagreement,F,F,NA
agile,agile_2023_008,2023,Urban Sound Mapping for Wayfinding – A theoretical Approach and an empirical Study,https://agile-giss.copernicus.org/articles/4/9/2023/,yes,yes,CG,MM,F,F,0,3 available & open,3 available & open,1 documented,1 documented,T,F,1 documented,3 available & open,CG: based on reproducible report,"Data/Results: in figshare with DOI
Methods: uses GUI but well described
Comp: no HW, SW, etc...",F,3 available & open,1 documented,1 documented,"Rev1 correct. After checking the paper, resutls are based on maps produced with QGIS: soruce data is open, but processing steps to create them are only documented",uncertain assessment,F,T,https://doi.org/10.17605/osf.io/c7vx3
agile,agile_2024_002,2024,A model-driven methodology for integrating heterogeneous 3D geospatial urban entities,https://agile-giss.copernicus.org/articles/5/3/2024/,yes,yes,CG,MM,F,F,0,2 available,3 available & open,2 available,3 available & open,T,F,1 documented,1 documented,CG: It is a kind of data integration methodolgogy. Authors provide several github repos.,"Data: in Zenodo, but poorly explained in paper
Methods: code and libraries in Zenodo
Results: output from manipulation of application",F,3 available & open,3 available & open,1 documented,"Rev2 correct. I checked the paper again. Yet, It was not elegible for reproduction check!",major disagreement,F,F,NA
agile,agile_2024_010,2024,Towards semantic enrichment of Earth Observation data: The LEODS framework,https://agile-giss.copernicus.org/articles/5/11/2024/,yes,yes,CG,MM,F,F,0,2 available,0 undocumented,1 documented,1 documented,T,F,1 documented,1 documented,CG: Description of a Big framework. Some data available ,"Data: It indicates the source, but it is not clear where the data comes from (collection, specific regions, etc)
Methods: workflows and diagrams presented, formulas in GitHub
Results: Output cubes and queries in GitHub, but nothing about the maps",F,0 undocumented,1 documented,1 documented,Rev 2 correct. I checked the paper and repro report.,uncertain assessment,F,F,NA
giscience,giscience_2016_007,2016,On Distortion of Raster-Based Least-Cost Corridors,https://link.springer.com/chapter/10.1007/978-3-319-45738-3_7,no,no,CG,MM,T,F,1,NA,1 documented,NA,1 documented,F,F,NA,1 documented,,"Data: Although not providing the data, grids could be recreated",F,1 documented,1 documented,1 documented,"Checked - It is indeed conceptual. Yet, after f2f discussion,  decision on whehter the paper is conceptual is reverted. REV2 correct",borderline conceptual paper,F,NA,NA
giscience,giscience_2016_015,2016,Modeling Checkpoint-Based Movement with the Earth Mover’s Distance,https://link.springer.com/chapter/10.1007/978-3-319-45738-3_15,no,no,CG,MM,F,F,0,0 undocumented,0 undocumented,1 documented,1 documented,F,F,1 documented,1 documented,CG: Data is not described. ,"Data: source dataset could be obtained, but the applied modifications are poorly described
Methods: formulas included, but with few details",F,0 undocumented,1 documented,1 documented,no disagreement,no disagreement,F,NA,NA
giscience,giscience_2018_006,2018,Outlier Detection and Comparison of Origin-Destination Flows Using Data Depth,https://drops.dagstuhl.de/storage/00lipics/lipics-vol114-giscience2018/LIPIcs.GISCIENCE.2018.6/LIPIcs.GISCIENCE.2018.6.pdf,yes,no,CG,MM,F,F,0,2 available,2 available,1 documented,1 documented,T,F,1 documented,1 documented,"Data: NYC taxi trips record (it si an open dataset, but authors did not provide a URL to dataset) +  US Census Bureau shapefiles. Computaiton (https://www2.census.gov/geo/tiger/TIGER2010/TAZ/2010/). Hadoop/R code is not accessible. Computation environment is well described (TRUE) even though computational time is not specified.","Data: availabe via third party
Methods: link available upon request, it is then available?",F,2 available,1 documented,1 documented,no disagreement,no disagreement,F,NA,NA
giscience,giscience_2018_014,2018,Continuous Obstructed Detour Queries,https://drops.dagstuhl.de/storage/00lipics/lipics-vol114-giscience2018/LIPIcs.GISCIENCE.2018.14/LIPIcs.GISCIENCE.2018.14.pdf,yes,no,CG,MM,F,F,0,1 documented,0 undocumented,1 documented,1 documented,F,F,1 documented,1 documented,"Data and code are not accessible. Computation environment: ""We use a 2.4 GHz Intel i5 CPU and 16 GB main memory"". It is not enough to be qualified as True","Data: no information provided
Methods: pseudo code provided
Comp: HW details, but no OS or SW versions",F,0 undocumented,1 documented,1 documented,Rev2 correct,uncertain assessment,F,NA,NA
giscience,giscience_2021_006,2020,How Do People Describe Locations During a Natural Disaster: An Analysis of Tweets from Hurricane Harvey,https://doi.org/10.4230/LIPIcs.GIScience.2021.I.6,yes,no,CG,MM,F,F,0,2 available,3 available & open,1 documented,0 undocumented,T,F,1 documented,1 documented,CG: Link to twitter datasets works; complemented with repo that details used queries. Well done!,"Data: no DOI, but ARK
Methods: preprocessing in GH, but no sw versions, parameters, etc.
Results: No code, no raw results",F,3 available & open,2 available,1 documented,"Rev2 correct (data) because we assume ARK == DOI. After f2f discussion, methods sets to ""Available""",major disagreement,F,NA,NA
giscience,giscience_2021_014,2020,"You Are Not Alone: Path Search Models, Traffic, and Social Costs",https://doi.org/10.4230/LIPIcs.GIScience.2021.I.14,yes,no,CG,MM,F,F,0,1 documented,0 undocumented,1 documented,1 documented,F,F,1 documented,1 documented,"CG:.OSM data. No downloable data provided, but described. It could be recreated","Data: from OSM, no details
Methods: formulas provided, no libraries mentioned
Results: no raw results",F,0 undocumented,1 documented,1 documented,Rev2 correct. I checked the paper and there is not enough info to recreate OSM data,uncertain assessment,F,NA,NA
giscience,giscience_2021_022,2021,Bicriteria Aggregation of Polygons via Graph Cuts,https://doi.org/10.4230/LIPIcs.GIScience.2021.II.6,yes,no,CG,MM,F,F,0,0 undocumented,0 undocumented,1 documented,1 documented,T,F,1 documented,1 documented,"CG: Quite theoretical paper, but includes an experimental evaluation. Data + code not provided, literaly ""To evaluate our algorithms, we implemented them in Java and conducted tests with building
footprints from OpenStreetMap"". Nothing else.","Data: from OSM, no details
Methods: pseudocode, no libraries mentioned
Results: no code nor raw results",F,0 undocumented,1 documented,1 documented,no disagreement,no disagreement,F,NA,NA
giscience,giscience_2023_005,2023,Visualizing Geophylogenies - Internal and External Labeling with Phylogenetic Tree Constraints,https://drops.dagstuhl.de/storage/00lipics/lipics-vol277-giscience2023/LIPIcs.GIScience.2023.5/LIPIcs.GIScience.2023.5.pdf,yes,yes,CG,MM,F,F,0,1 documented,2 available,2 available,3 available & open,F,T,2 available,1 documented,"No explicit DASA but includes this sentence at the end of Intro: ""Furthermore, implementations of the algorithms and the experiments are available online at github.com/joklawitter/geophylo"". This repo includes python/java code to support paper, is well documented, permissive licence. yet, authors pointed to this repo instead of archiving it and citing it as a regular reference. As regard input data, authors said ""data from the corresponding authors upon request"".","Data: in GitHub
Methods: full code, libraries, Docker
Comp: OS, HW and requirements",F,2 available,2 available,1 documented,"Rev 2 correct. There were major disagreament that I solved by checking paper and github repo. Method is set to ""available"" despite docker image is published in public register (same as DOI?).  After f2f disucssion, mentods is set to Available",major disagreement,T,NA,NA
agile,agile_2017_005,2017,3D Building Maps for Everyone—Mapping Buildings Using VGI,https://link.springer.com/chapter/10.1007/978-3-319-56759-4_5,no,no,FO,PK,F,T,1,1 documented,NA,1 documented,1 documented,F,F,1 documented,NA,"difficult to judge whether data and methods are really level 1 and not 0, but seems more likely that replication is possible","The paper is a demonstration of a building modelling system. There are computational element described, but not empirical tests of claims. As presented it would be very difficult to reproduce the demo. ",F,0 undocumented,1 documented,0 undocumented,"not CP, needs new rev2",borderline conceptual paper,F,NA,NA
agile,agile_2018_003,2018,Interpolation of Rainfall Through Polynomial Regression in the Marche Region (Central Italy),https://link.springer.com/chapter/10.1007/978-3-319-78208-9_3,no,no,CG,PK,F,F,0,1 documented,0 undocumented,1 documented,0 undocumented,T,F,1 documented,1 documented,CG: Detail description of input data but it is not accessible form the paper.,"Methods: Limited description, not enough to recreate w/o heavy effort",F,1 documented,0 undocumented,1 documented,Rev 1 correct (data). Rev 2 correct (methods) because lack of parameters in the description of models,major disagreement,F,NA,NA
agile,agile_2018_011,2018,"Development of System for Real-Time Collection, Sharing, and Use of Disaster Information",https://link.springer.com/chapter/10.1007/978-3-319-78208-9_11,no,no,CG,PK,F,F,0,1 documented,0 undocumented,1 documented,0 undocumented,T,F,1 documented,1 documented,"CG: software system is main output. No link to online instace or similar provided. No way to test it as a reader/reviewer. In addtion, there are further experiments to validate the tool, so level 1 is ok. As regards input data. it is based on recruited participants (level 1)","Assessed simulation and validation experiments, not system construction.",F,1 documented,0 undocumented,1 documented,Rev 1 correct (data). Rev2 correct (method). ,major disagreement,F,NA,NA
agile,agile_2018_019,2018,Animation as a Visual Indicator of Positional Uncertainty in Geographic Information,https://link.springer.com/chapter/10.1007/978-3-319-78208-9_19,no,no,CG,PK,F,F,0,1 documented,2 available,1 documented,2 available,F,F,1 documented,2 available,CG: GPS data openly available from previous project (citation included ) but participants' responses is not accessible ,,F,2 available,2 available,2 available,"Rev2 correct. After checking paper, there is a footnote with a link to a github repo with code and data",major disagreement,F,NA,NA
agile,agile_2017_013,2017,Dynamic Transfer Patterns for Fast Multi-modal Route Planning,https://link.springer.com/chapter/10.1007/978-3-319-56759-4_13,no,no,FO,PK,F,F,0,2 available,0 undocumented,2 available,0 undocumented,F,F,1 documented,1 documented,application available in a VM,Data: Unlikely will be able to rebuild the dataset,F,2 available,2 available,1 documented,"rev2 correct but difficult case: if we assume everything is in the VM and it works, then ""available""; if not everything is in the VM, then ""undocumented'. => go for ""available""",major disagreement,F,NA,NA
agile,agile_2019_002,2019,Relaxing Unanswerable Geographic Questions Using A Spatially Explicit Knowledge Graph Embedding Model,https://link.springer.com/chapter/10.1007/978-3-030-14745-7_2,no,no,FO,PK,F,F,0,2 available,2 available,1 documented,1 documented,F,F,1 documented,1 documented,input data seems to have been available but not anymore in the repository,"Data: Available in Github
Method: Described, but links to key details are dead",F,2 available,1 documented,1 documented,no disagreement,no disagreement,F,F,NA
agile,agile_2019_010,2019,Estimating the Spatial Distribution of Vacant Houses Using Public Municipal Data,https://link.springer.com/chapter/10.1007/978-3-030-14745-7_10,no,no,FO,PK,F,F,0,1 documented,0 undocumented,1 documented,1 documented,F,F,1 documented,1 documented,"survey input data, not sure if enough information about survey design and data processing included","Data: unclear if public data can all be accessed. Field survey data not shared.
Method: Missing essential detials (e.g., random seeds, specifications)",F,0 undocumented,1 documented,1 documented,Rev2 correct,uncertain assessment,F,F,NA
agile,agile_2019_018,2019,Towards a Usability Scale for Participatory GIS,https://link.springer.com/chapter/10.1007/978-3-030-14745-7_18,no,no,FO,PK,F,F,0,2 available,2 available,2 available,1 documented,F,F,2 available,1 documented,"although the survey itself is not reproducible, all materials to reproduce the results as well as replicate the survey are available",Data: Only complete records available. incomplete response not provided.,F,2 available,2 available,2 available,Rev1 correct,uncertain assessment,F,F,NA
agile,agile_2021_006,2021,Reimagining GIS Instruction through Concept-Based Learning (copernicus.org),https://agile-giss.copernicus.org/articles/2/6/2021/,yes,yes,FO,PK,T,T,0,NA,NA,NA,NA,F,F,NA,NA,all course materials available ,"Paper contains a descriptive summary of a course survey. However, the central focus of the paper is a discussion of GIS concepts and pedagogy. The survey is tangential to the main points. However, it is not avaiable in anyway.",T,NA,NA,NA,no disagreement,no disagreement,F,F,NA
agile,agile_2021_014,2021,A Socially Aware Huff Model for Destination Choice in Nature-based Tourism (copernicus.org),https://agile-giss.copernicus.org/articles/2/14/2021/,yes,yes,FO,PK,F,F,0,2 available,2 available,2 available,3 available & open,F,T,1 documented,2 available,no code to create figures,,F,2 available,2 available,1 documented,rev1 correct,major disagreement,T,T,https://osf.io/4cpm3/
agile,agile_2020_005,2020,Integrating cellular automata and discrete global grid systems: a case study into wildfire modelling,https://doi.org/10.5194/agile-giss-1-6-2020,yes,yes,CG,PK,F,F,0,1 documented,3 available & open,2 available,3 available & open,T,T,1 documented,1 documented,CG. useful to read the Reproducibility report before to assess the apper. Daniel did a good job,"Data: Inherits project DOI? However, only some data is provided.
Method: Yes for components where data is avaiable.",F,1 documented,2 available,1 documented,Rev1 correct. I read again the repro report and some data was only documented.,uncertain assessment,T,T,https://doi.org/10.17605/OSF.IO/ZTC7M
agile,agile_2020_013,2020,Uncovering spatiotemporal biases in place-based social sensing,https://doi.org/10.5194/agile-giss-1-14-2020,yes,yes,CG,PK,F,F,0,0 undocumented,2 available,2 available,2 available,T,F,2 available,1 documented,CG: one input dataset is not available for privacy reasons.The other inputs could be recreated with the info provided,,F,0 undocumented,2 available,2 available,Rev1 correct,uncertain assessment,F,F,NA
agile,agile_2020_021,2020,Exploring the correlations between spatiotemporal daily activity-travel patterns and stated interest and perception of risk with self-driving cars,https://doi.org/10.5194/agile-giss-1-22-2020,yes,no,CG,PK,F,F,0,1 documented,1 documented,1 documented,1 documented,F,F,1 documented,1 documented,CG.: input data based on a third-party survey data (broken link),"Data: Could probably be approximately recreated, but likely with quite a bit of effort",F,1 documented,1 documented,1 documented,no disagreement,no disagreement,F,F,NA
agile,agile_2022_003,2022,Optimizing Electric Vehicle Charging Schedules Based on Probabilistic Forecast of Individual Mobility,https://agile-giss.copernicus.org/articles/3/3/2022/,yes,yes,CG,PK,F,F,0,1 documented,0 undocumented,2 available,2 available,T,F,2 available,1 documented,CG: based on reproducible report,"Data: Some data components may be available, but participant data is not available due to privacy agreement",F,0 undocumented,2 available,1 documented,Rev2 correct (data & results)) - I read the apper and repro report and data was not available and scarcely described in paper. ,uncertain assessment,F,T,https://doi.org/10.17605/OSF.IO/JDTN3
agile,agile_2022_011,2022,Machine Learning with Kay,https://agile-giss.copernicus.org/articles/3/11/2022/,yes,yes,CG,PK,F,F,0,1 documented,0 undocumented,2 available,1 documented,T,T,1 documented,1 documented,CG: required singular infrastructure. DASA contains two github repor. One hosts scritps and is stull accesisible. The other (data) is not reachable anymore,"Data: processing described, but insufficient info provided to obtain source data. Github link is dead.
Method: describes implementation process in supercomputer
Results: Results are mainly, 'how to do this'. Limited info on actual results.",F,0 undocumented,1 documented,1 documented,Mix of agreements. I rechecked the paper and REV2 is correct,major disagreement,T,F,NA
agile,agile_2022_019,2022,Unlocking social network analysis methods for studying human mobility,https://agile-giss.copernicus.org/articles/3/19/2022/,yes,yes,CG,PK,F,F,0,2 available,1 documented,2 available,2 available,T,F,2 available,1 documented,CG: based on reproducible report,"Data: Only 1 of 2 datasets available
Methods: Available in Python and R via GitHub",F,1 documented,2 available,1 documented,Rev2 correct,uncertain assessment,F,T,https://doi.org/10.17605/OSF.IO/MVQCW
agile,agile_2023_001,2023,From Floorplan to Navigation Concepts: Automatic Generation of Text-based Games,https://agile-giss.copernicus.org/articles/4/2/2023/,yes,yes,CG,PK,F,F,0,2 available,2 available,2 available,2 available,T,F,1 documented,1 documented,"CG: quite theoretical paper, with a small computational experiment. Data and code are available on a public github repo. ",Procedure to implement text automate mapping of floor plan to text. Materials to execute that procedure are available. ,F,2 available,2 available,1 documented,no disagreement,no disagreement,F,F,NA
agile,agile_2023_009,2023,Semantic complexity of geographic questions - A comparison in terms of conceptual transformations of answers,https://agile-giss.copernicus.org/articles/4/10/2023/,yes,yes,CG,PK,F,F,0,2 available,3 available & open,2 available,2 available,T,F,2 available,1 documented,CG: based on reproducible report,Data: Inherit DOI of project?,F,2 available,2 available,2 available,Rev1 correct,uncertain assessment,F,T,https://doi.org/10.17605/osf.io/d2shf
agile,agile_2024_003,2024,The Impact of Traffic Lights on Modal Split and Route Choice: A use-case in Vienna,https://agile-giss.copernicus.org/articles/5/4/2024/,yes,yes,CG,PK,F,F,0,3 available & open,3 available & open,3 available & open,2 available,T,F,2 available,1 documented,CG: based on reproducible report,,F,3 available & open,3 available & open,3 available & open,"All is set to ""open"" - I checked the paper and repro report again",uncertain assessment,F,T,https://doi.org/10.17605/osf.io/w42ad
agile,agile_2024_011,2024,Enhancing toponym identification: Leveraging Topo-BERT and open-source data to differentiate between toponyms and extract spatial relationships,https://agile-giss.copernicus.org/articles/5/12/2024/,yes,yes,CG,PK,F,F,0,2 available,3 available & open,2 available,2 available,T,T,2 available,2 available,CG: based on reproducible report,Enviro: Very close. Gave a qualitative assessment of runtime in the OSF readme,F,3 available & open,3 available & open,3 available & open,"Mix of assessment. Data and code are on OSF with DOI. I checked paper, repro report and OSF project. All set to ""open""",uncertain assessment,T,T,https://doi.org/10.17605/osf.io/nbk57
giscience,giscience_2016_008,2016,Model-Based Clustering of Social Vulnerability to Urban Extreme Heat Events,https://link.springer.com/chapter/10.1007/978-3-319-45738-3_8,no,no,CG,PK,F,F,0,1 documented,0 undocumented,1 documented,0 undocumented,F,F,1 documented,1 documented,"CG: It is said, for example,  ""variables were chosen from a combination of American Community Survey 5-Year Estimates (2008–2012) and data available in 2013 through the Denver Open Data Catalog""; Similar sentences for other input data. No link, no reference to these datasets.","Data: Potentially recreatable, but so much info is missing a lot of guessing would be needed.
Method: Diagrams and description, but implementation details are absent. Contact authors stated in workflow diagram.",F,1 documented,1 documented,1 documented,Rev1 correct - I've checked it again,uncertain assessment,F,NA,NA
giscience,giscience_2016_016,2016,Exploratory Chronotopic Data Analysis,https://link.springer.com/chapter/10.1007/978-3-319-45738-3_16,no,no,CG,PK,F,F,0,1 documented,0 undocumented,1 documented,1 documented,F,F,1 documented,1 documented,CG: Wikipedia dump of English articles. Could be recreatable,"Data: No enough detail to regenerate the dataset. To be fair it is a massive dataset, the temporal dimension is also essential here as wiki is always changing
Method: General description, but bordering on undocumented",F,0 undocumented,1 documented,1 documented,Rev2 correct,uncertain assessment,F,NA,NA
giscience,giscience_2018_007,2018,Is Salience Robust? A Heterogeneity Analysis of Survey Ratings,https://drops.dagstuhl.de/storage/00lipics/lipics-vol114-giscience2018/LIPIcs.GISCIENCE.2018.7/LIPIcs.GISCIENCE.2018.7.pdf,yes,no,CG,PK,F,F,0,1 documented,0 undocumented,1 documented,0 undocumented,F,F,1 documented,1 documented,"Data: Two datasets are used. One is collected previously in the doctoral work of one author (I checked phd thesis and no reference to acces such dataset). The other is collected in this study, and authors stated ""This data will be accessible via Data in Brief https://www.journals.elsevier.com/data-in-brief by the end of 2018"". I checked this journal and no articles found. (Personal note: this type of ""promises"" are not recomended in scientific papers; There are alternatives as pre-print servers, zenodo, etc) ","Data: Search of cited location by title, author names led to no data
Method: Loose description, not detials to follow for implementation",F,0 undocumented,0 undocumented,1 documented,Rev2 correct. ,uncertain assessment,F,NA,NA
giscience,giscience_2018_015,2018,Enhanced Multi Criteria Decision Analysis for Planning Power Transmission Lines,https://drops.dagstuhl.de/storage/00lipics/lipics-vol114-giscience2018/LIPIcs.GISCIENCE.2018.15/LIPIcs.GISCIENCE.2018.15.pdf,yes,no,CG,PK,F,F,0,1 documented,0 undocumented,1 documented,0 undocumented,T,F,1 documented,1 documented,"Data and code are not accessible. Computation environment: ""To compute the data, we used 48 CPUs on an Intel® Xeon® CPU E5-2680 v4 @ 2.40GHz server with 132 GB RAM by using Python’s multiprocessing library. Generating the maps of all possible and reasonable settings took between 1 to 3 seconds for each map. This equated to approx. 8 days of computing time with a storage volume of approx. 4.0 TB per study area.""","Data: No list of sources or links.
Method: Equations, not implementation
Enviro: Some hardware infor p8",F,0 undocumented,1 documented,1 documented,Rev2 correct (data). Rev 1 correct (method). Paper rechecked,major disagreement,F,NA,NA
giscience,giscience_2021_007,2020,Introducing Diversion Graph for Real-Time Spatial Data Analysis with Location Based Social Networks,https://doi.org/10.4230/LIPIcs.GIScience.2021.I.7,yes,no,CG,PK,F,F,0,2 available,0 undocumented,1 documented,0 undocumented,T,F,1 documented,1 documented,CG: Twitter data poorly described (data score=0); Flicker Input reused from published journal as curated dataset (data score=3).,"Data: No ability to recreate synthetic datasets. 
Method: Algortihm presented, but no computational implementation info.",F,0 undocumented,1 documented,1 documented,Rev2 correct (data). Rev1 did a mistake in scoring data according to notes. Rev1 correct (methods) after a second check of the paper,annotation inconsistencies,F,NA,NA
giscience,giscience_2021_015,2020,Volume from Outlines on Terrains,https://doi.org/10.4230/LIPIcs.GIScience.2021.I.16,yes,no,CG,PK,F,F,0,2 available,0 undocumented,1 documented,1 documented,F,F,1 documented,1 documented,CG: Terrain data taken from SRTM elevation dataset: https://srtm.csi.cgiar.org/,"Data: Source identified, but details to recover exact dataset not provided. Synthetic dataset info missing. 
Method: Appear manual tracing of path cannot be reproduced. Procedures generally described.",F,0 undocumented,1 documented,1 documented,Mix of assessment in data. Rev2 correct after verifying again the paper,uncertain assessment,F,NA,NA
giscience,giscience_2021_023,2021,Coordinated Schematization for Visualizing Mobility Patterns on Networks,https://doi.org/10.4230/LIPIcs.GIScience.2021.II.7,yes,yes,CG,PK,F,F,0,0 undocumented,1 documented,1 documented,1 documented,T,F,1 documented,NA,"CG: Code provided in suplementary material as Github repo: https://github.com/tue-alga/CoordinatedSchematization. Available C++ code codifies algorithmic steps, but unclear to me if it also generates figures in paper. ""GPS trajectories were provided by HERE"" (not available). ""Network is obtained from OpenStreetMap"" (not available, not properly documented)","Data: Similar data can likely be recreated from OSM. GPS data is proprietary would require some work.
Methods: Text Documenting, but no translation to code
Enviro: C++, MoveTK, CGAL but no futher info",F,0 undocumented,1 documented,1 documented,Rev1 correct,uncertain assessment,F,NA,NA
giscience,giscience_2023_006,2023,Map Reproducibility in Geoscientific Publications: An Exploratory Study,https://drops.dagstuhl.de/storage/00lipics/lipics-vol277-giscience2023/LIPIcs.GIScience.2023.6/LIPIcs.GIScience.2023.6.pdf,yes,yes,CG,PK,F,F,0,3 available & open,0 undocumented,1 documented,1 documented,T,T,1 documented,1 documented,"CG: no explicit DASA, but some information in ""Supplementary material"". This OSF project includes a CSV data (with DOI) with the assessment results. Input data are open access journal articles, so data is fully accessible and open. Code, however, is not provided (personal note: it would be nice to have a list of github repos for each of the reproduction attempts) .","Data: List of papers available, but specific figures not identified, so it is not possible to reproduce the analysis
Method: Outline overall assessment, but specifics of repro attempts are not present. Cannot repeat.
Results: As above, overall summary. No specifics on individual reproductions.
Enviro: Hardware is presented, but what was used for each reproduction is not",F,0 undocumented,1 documented,1 documented,"Rev2 correct (data). It is a similar case as using OSM data wilthout specifying tempotal/spatial fillters. So, ""undocumented""",uncertain assessment,T,NA,NA
agile,agile_2018_008,2018,Charting the Geographies of Crowdsourced Information in Greater London,https://link.springer.com/chapter/10.1007/978-3-319-78208-9_8,no,no,CG,RD,F,F,0,1 documented,0 undocumented,1 documented,0 undocumented,F,F,1 documented,0 undocumented,"CG: some datasets are openly avaialabe (UK census), but others are not (Twitter data);  No code provided. No reference to computational resourecs: NOTE: Frank replciated this article one year later, so Stefano gave him access to code/data. ","Article found on Sci-hub. I really enjoyed reviewing this paper !
- Data: 3 sources (UK Stats: link still working, Twitter: API has changed but the filters is well documented, Wikipedia geo-tag articles: both geo-tag and wiki articles may have changed: Authors didn't provide a date where they extracted data from wikipedia)
- Code: regression models was used but not well documented 
- Result: Authors didn't describe how they produced table and figures",F,0 undocumented,0 undocumented,1 documented,Rev2 correct (data and methods). Lack of timestaps in wikipedia data and lack of parameters in regression models. Rev1 correct on results,major disagreement,F,NA,NA
agile,agile_2018_016,2018,Mixed Traffic Trajectory Prediction Using LSTM–Based Models in Shared Space,https://link.springer.com/chapter/10.1007/978-3-319-78208-9_16,no,no,CG,RD,F,F,0,3 available & open,1 documented,1 documented,1 documented,T,F,1 documented,0 undocumented,"CG: Inputa data based on a published paper (Pascucci et al, 2017)","Article retrieved from Sci-Hub
- Data: comes from an arXiv article. The link into the biblio doesn't work ( https://arxiv.org/abs/170909412). I search it through google, the right url was: https://arxiv.org/abs/1709.09412. In this paper, I couldn't find any link to the data.
- Code: Method is well described but not link to code are provided
- Computationnal: Runtime and OS is missing (but the rest is documented)
- Output: no information about how they produce their figs.",F,1 documented,1 documented,1 documented,Rev2 correct (data). Rev 1 correct (result). ,major disagreement,F,NA,NA
agile,agile_2017_002,2017,Mining Rainfall Spatio-Temporal Patterns in Twitter: A Temporal Approach,https://link.springer.com/chapter/10.1007/978-3-319-56759-4_2,no,no,FO,RD,F,F,0,2 available,3 available & open,1 documented,1 documented,F,F,1 documented,1 documented,even the used tweets are still available from the repository,"Found paper on Sci-hub
- input: Data is provided through a link from the author's university. I could not find the DOI, but it seems that the data warehouse is permanent.
- methodology / results: no link provided but well explained in the mansuscript.",F,2 available,1 documented,1 documented,Rev1 correct,uncertain assessment,F,NA,NA
agile,agile_2017_010,2017,Spatio-Temporal Road Coverage of Probe Vehicles: A Case Study on Crowd-Sensing of Parking Availability with Taxis,https://link.springer.com/chapter/10.1007/978-3-319-56759-4_10,no,no,FO,RD,F,F,0,0 undocumented,0 undocumented,1 documented,1 documented,F,F,1 documented,1 documented,"given the complexities of the geometric matching process, probably not information on the input road geometry available","- Input: The authors used data from real-world trajectories of taxis and parking sensors in San Francisco. No examples or data structure are provided. Additionally, they used OSM data without explicitly specifying the filter fields.
- Methodology/results: No link is provided, but the pipeline is broadly described.",F,0 undocumented,1 documented,1 documented,no disagreement,no disagreement,F,NA,NA
